Concurso,Data_Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Arrecada=C3=A7=C3=A3o_Total,Ganhadores_15_N=C3=BAmeros,Cidade,Ganhadores_14_N=C3=BAmeros,Ganhadores_13_N=C3=BAmeros,Ganhadores_12_N=C3=BAmeros,Ganhadores_11_N=C3=BAmeros,Valor_Rateio_15_N=C3=BAmeros,Valor_Rateio_14_N=C3=BAmeros,Valor_Rateio_13_N=C3=BAmeros,Valor_Rateio_12_N=C3=BAmeros,Valor_Rateio_11_N=C3=BAmeros,Acumulado_15_N=C3=BAmeros,Estimativa_Pr=C3=AAmio,Valor_Acumulado_Especial
101,29/08/2005,1.0,3.0,6.0,007<= /td>,9.0,10.0,13.0,14.0,16.0,17.0,19.0,20.0,21.0,23.0,024,"R$0,00",9.0,AM BA DF PR RN RS SC SP,,AM,,BA,,DF,,PR,,RN,,RS
102,05/09/2005,1.0,2.0,3.0,004<= /td>,7.0,9.0,10.0,11.0,12.0,18.0,19.0,21.0,22.0,23.0,025,"R$0,00",5.0,BA PR RS SP,,BA,,PR,,RS,,SP,622,20635,267607,1361023
103,12/09/2005,1.0,2.0,3.0,004<= /td>,5.0,7.0,8.0,10.0,11.0,16.0,17.0,18.0,22.0,23.0,025,"R$0,00",5.0,MS RJ SP,,MS,,RJ,,SP,467,26477,269789,1577960,"R= $276.012,69","R$1.266,50"
104,19/09/2005,5.0,6.0,7.0,010<= /td>,11.0,13.0,14.0,15.0,16.0,18.0,19.0,21.0,22.0,24.0,025,"R$0,00",2.0,GO SP,,GO,,SP,354,13835,196494,1186254,"R= $982.532,88","R$2.379,02","R$10,00","R$4,00"
105,26/09/2005,4.0,6.0,7.0,008<= /td>,9.0,10.0,11.0,12.0,13.0,15.0,17.0,19.0,21.0,22.0,025,"R$0,00",2.0,PE RJ,,PE,,RJ,425,15988,225268,1278152,"R= $855.532,63","R$1.725,44","R$10,00","R$4,00"
106,03/10/2005,1.0,2.0,3.0,004<= /td>,5.0,6.0,10.0,12.0,13.0,14.0,15.0,17.0,22.0,23.0,025,"R$0,00",3.0,RJ SP,,RJ,,SP,471,22766,286573,1570457,"R= $442.710,00","R$1.208,49","R$10,00","R$4,00"
107,10/10/2005,1.0,3.0,4.0,006<= /td>,7.0,8.0,9.0,11.0,12.0,15.0,17.0,18.0,21.0,24.0,025,"R$0,00",1.0,SP,,SP,494,16680,215950,1314644,"R= $1.801.807,58","R$1.563,17","R$10,00","R$4,00","R$2= ,00","R$0,00"
108,17/10/2005,1.0,2.0,4.0,007<= /td>,8.0,9.0,11.0,12.0,14.0,15.0,16.0,18.0,22.0,23.0,025,"R$0,00",8.0,AM MG RJ RS SP,,AM,,MG,,RJ,,RS,,SP,1094,26164
109,24/10/2005,1.0,3.0,5.0,007<= /td>,9.0,11.0,12.0,13.0,16.0,18.0,20.0,21.0,23.0,24.0,025,"R$0,00",14.0,BA CE DF MG RJ RN SC SP,,BA,,CE,,DF,,MG,,RJ,,RN
110,31/10/2005,1.0,3.0,4.0,005<= /td>,6.0,12.0,13.0,14.0,17.0,19.0,20.0,21.0,22.0,23.0,025,"R$0,00",2.0,PE SP,,PE,,SP,442,23523,280697,1423182,"R= $706.957,82","R$1.370,96","R$10,00","R$4,00"
111,07/11/2005,1.0,5.0,6.0,010<= /td>,11.0,12.0,13.0,15.0,17.0,18.0,19.0,21.0,22.0,24.0,025,"R$0,00",1.0,MG,,MG,415,17785,266234,1440550,"R= $1.503.858,33","R$1.553,04","R$10,00","R$4,00","R$2= ,00","R$0,00"
112,14/11/2005,1.0,2.0,3.0,004<= /td>,6.0,10.0,11.0,14.0,15.0,17.0,18.0,19.0,20.0,21.0,023,"R$0,00",1.0,SP,,SP,341,13885,218980,1274318,"R= $1.749.331,36","R$2.198,57","R$10,00","R$4,00","R$2= ,00","R$0,00"
113,21/11/2005,1.0,2.0,4.0,005<= /td>,6.0,8.0,11.0,12.0,13.0,14.0,19.0,20.0,21.0,24.0,025,"R$0,00",3.0,SP,,SP,437,16637,236170,1390432,"R= $514.867,34","R$1.514,81","R$10,00","R$4,00","R$2,0= 0","R$0,00"
114,28/11/2005,1.0,2.0,3.0,006<= /td>,7.0,8.0,9.0,10.0,11.0,14.0,20.0,21.0,22.0,24.0,025,"R$0,00",0.0,,320,11371,182608,1159190,"R= $0,00","R$2.542,69","R$10,00","R$4,00","R$2,00","R$1.898.540,00","R$0,00","R$0,00"
115,05/12/2005,1.0,4.0,5.0,006<= /td>,7.0,9.0,11.0,12.0,13.0,16.0,17.0,18.0,20.0,21.0,025,"R$0,00",1.0,MG,,MG,674,22580,326888,1754217,"R= $4.081.776,78","R$1.388,24","R$10,00","R$4,00","R$2= ,00","R$0,00"
116,12/12/2005,1.0,2.0,9.0,010<= /td>,11.0,12.0,13.0,14.0,16.0,18.0,19.0,20.0,21.0,23.0,025,"R$0,00",2.0,SP,,SP,484,20047,292261,1619598,"R= $848.830,45","R$1.503,24","R$10,00","R$4,00","R$2,0= 0","R$0,00"
117,19/12/2005,5.0,6.0,7.0,009<= /td>,10.0,11.0,12.0,13.0,14.0,15.0,17.0,18.0,20.0,23.0,025,"R$0,00",3.0,SP,,SP,498,18606,280170,1592727,"R= $569.686,18","R$1.470,79","R$10,00","R$4,00","R$2,0= 0","R$0,00"
118,27/12/2005,2.0,4.0,5.0,006<= /td>,8.0,12.0,13.0,14.0,15.0,18.0,19.0,21.0,22.0,23.0,024,"R$0,00",4.0,BA MG SP,,BA,,MG,,SP,660,35222,301415,1520411,"R= $357.319,00","R$928,10"
119,02/01/2006,1.0,4.0,6.0,008<= /td>,9.0,10.0,11.0,15.0,17.0,18.0,20.0,21.0,22.0,23.0,024,"R$0,00",1.0,SP,,SP,370,20989,223234,1259823,"R= $1.663.143,71","R$1.926,43","R$10,00","R$4,00","R$2= ,00","R$0,00"
120,09/01/2006,1.0,3.0,5.0,007<= /td>,8.0,11.0,12.0,13.0,15.0,16.0,18.0,19.0,20.0,21.0,024,"R$0,00",2.0,PR SP,,PR,,SP,758,25198,303361,1549722,"R= $746.715,01","R$844,38","R$10,00","R$4,00"
121,16/01/2006,1.0,2.0,4.0,005<= /td>,7.0,9.0,10.0,11.0,12.0,16.0,17.0,18.0,23.0,24.0,025,"R$0,00",3.0,PI SC SP,,PI,,SC,,SP,830,27637,298499,1491043,"R= $492.515,31","R$760,04"
122,23/01/2006,1.0,2.0,4.0,005<= /td>,8.0,9.0,10.0,13.0,15.0,17.0,18.0,20.0,22.0,23.0,025,"R$0,00",8.0,DF MG PA RJ SP,,DF,,MG,,PA,,RJ,,SP,1291,32778
123,30/01/2006,4.0,5.0,6.0,007<= /td>,11.0,12.0,13.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,024,"R$0,00",4.0,BA GO SP,,BA,,GO,,SP,670,18123,225258,1346974,"R= $422.565,92","R$1.081,20"
124,06/02/2006,2.0,3.0,4.0,006<= /td>,7.0,9.0,14.0,15.0,16.0,18.0,19.0,20.0,21.0,24.0,025,"R$0,00",2.0,SP,,SP,396,15090,194421,1186925,"R= $1.036.561,02","R$2.243,64","R$10,00","R$4,00","R$2= ,00","R$0,00"
125,13/02/2006,2.0,3.0,4.0,006<= /td>,7.0,9.0,10.0,11.0,12.0,15.0,16.0,21.0,22.0,24.0,025,"R$0,00",2.0,GO SP,,GO,,SP,395,13621,188288,1269512,"R= $1.047.965,76","R$2.274,07","R$10,00","R$4,00"
126,20/02/2006,1.0,2.0,3.0,004<= /td>,6.0,7.0,8.0,13.0,14.0,16.0,18.0,21.0,22.0,24.0,025,"R$0,00",0.0,,493,18073,245449,1428758,"R= $0,00","R$1.516,70","R$10,00","R$4,00","R$2,00","R$1.744.710,64","R$0,00","R$0,00"
127,01/03/2006,1.0,2.0,3.0,004<= /td>,5.0,7.0,10.0,11.0,12.0,13.0,18.0,19.0,22.0,23.0,025,"R$0,00",5.0,BA GO PR SC SP,,BA,,GO,,PR,,SC,,SP,633,26537
128,06/03/2006,2.0,3.0,4.0,006<= /td>,11.0,13.0,14.0,15.0,16.0,17.0,19.0,20.0,21.0,23.0,025,"R$0,00",2.0,AM SP,,AM,,SP,422,18165,257399,1512543,"R= $830.452,68","R$1.686,77","R$10,00","R$4,00"
129,13/03/2006,2.0,5.0,6.0,007<= /td>,9.0,11.0,13.0,15.0,18.0,19.0,20.0,21.0,22.0,23.0,025,"R$0,00",3.0,CE MA RJ,,CE,,MA,,RJ,907,38023,333579,1684780,"R= $448.986,01","R$634,05"
130,20/03/2006,2.0,3.0,4.0,005<= /td>,6.0,9.0,10.0,12.0,13.0,15.0,17.0,19.0,23.0,24.0,025,"R$0,00",3.0,MG SC SP,,MG,,SC,,SP,952,29720,362203,1689512,"R= $417.614,17","R$561,87"
131,27/03/2006,2.0,4.0,5.0,006<= /td>,7.0,8.0,11.0,12.0,13.0,15.0,19.0,20.0,22.0,23.0,025,"R$0,00",1.0,MG,,MG,660,23967,320580,1600418,"R= $1.341.544,37","R$871,13","R$10,00","R$4,00","R$2,0= 0","R$0,00"
132,03/04/2006,1.0,3.0,4.0,005<= /td>,7.0,9.0,10.0,11.0,14.0,15.0,16.0,17.0,22.0,23.0,025,"R$0,00",10.0,CE DF MG PR RJ RS SP,,CE,,DF,,MG,,PR,,RJ,,RS
133,10/04/2006,1.0,3.0,4.0,005<= /td>,8.0,9.0,11.0,13.0,15.0,18.0,19.0,20.0,21.0,22.0,023,"R$0,00",5.0,MS SC SE SP,,MS,,SC,,SE,,SP,895,32294,385069,1862691
134,17/04/2006,1.0,3.0,5.0,007<= /td>,8.0,10.0,11.0,12.0,13.0,14.0,16.0,17.0,19.0,22.0,025,"R$0,00",4.0,GO SP,,GO,,SP,1345,32243,321650,1628816,"= R$325.378,91","R$413,15","R$10,00","R$4,00"
135,24/04/2006,1.0,2.0,5.0,007<= /td>,8.0,10.0,13.0,14.0,15.0,18.0,19.0,20.0,21.0,22.0,025,"R$0,00",7.0,ES GO RJ SP,,ES,,GO,,RJ,,SP,775,20815,253415,1441124
136,02/05/2006,1.0,2.0,3.0,005<= /td>,6.0,9.0,12.0,13.0,14.0,15.0,17.0,21.0,22.0,23.0,024,"R$0,00",2.0,SC SP,,SC,,SP,329,14555,238514,1255488,"R= $671.843,75","R$1.750,35","R$10,00","R$4,00"
137,08/05/2006,2.0,6.0,8.0,009<= /td>,10.0,11.0,12.0,13.0,16.0,17.0,18.0,19.0,20.0,21.0,025,"R$0,00",2.0,MG SP,,MG,,SP,313,12648,221694,1259615,"R= $937.816,37","R$2.568,19","R$10,00","R$4,00"
138,15/05/2006,2.0,3.0,4.0,005<= /td>,7.0,8.0,11.0,13.0,15.0,16.0,17.0,21.0,22.0,24.0,025,"R$0,00",3.0,RS SP,,RS,,SP,464,18695,250239,1503282,"R= $476.718,72","R$1.320,96","R$10,00","R$4,00"
139,22/05/2006,1.0,2.0,7.0,009<= /td>,12.0,14.0,15.0,16.0,17.0,18.0,19.0,21.0,22.0,23.0,024,"R$0,00",1.0,RN,,RN,443,18564,247145,1370404,"R= $1.596.786,85","R$1.544,78","R$10,00","R$4,00","R$2= ,00","R$0,00"
140,29/05/2006,1.0,2.0,3.0,006<= /td>,9.0,10.0,12.0,13.0,15.0,18.0,19.0,20.0,22.0,24.0,025,"R$0,00",7.0,MS PR SP,,MS,,PR,,SP,787,22971,268181,1413296,"R= $210.217,72","R$801,34"
141,05/06/2006,1.0,3.0,7.0,008<= /td>,9.0,10.0,12.0,13.0,16.0,17.0,18.0,19.0,20.0,24.0,025,"R$0,00",2.0,MG RJ,,MG,,RJ,471,17588,247734,1532701,"R= $793.662,96","R$1.444,34","R$10,00","R$4,00"
142,12/06/2006,1.0,2.0,4.0,005<= /td>,6.0,7.0,9.0,15.0,16.0,17.0,18.0,19.0,22.0,23.0,024,"R$0,00",1.0,DF,,DF,373,15636,246926,1364705,"R= $1.692.224,96","R$1.944,35","R$10,00","R$4,00","R$2= ,00","R$0,00"
143,19/06/2006,1.0,2.0,8.0,009<= /td>,11.0,13.0,15.0,16.0,17.0,19.0,21.0,22.0,23.0,24.0,025,"R$0,00",5.0,BA GO MG SP,,BA,,GO,,MG,,SP,677,29324,326923,1643883
144,26/06/2006,1.0,2.0,4.0,007<= /td>,9.0,11.0,12.0,14.0,17.0,19.0,20.0,21.0,22.0,24.0,025,"R$0,00",36.0,AL BA DF ES GO MA MG MS PA PR RJ RS SC SE SP,,AL,,BA,,DF,,ES,,GO,,MA
145,03/07/2006,1.0,2.0,3.0,009<= /td>,10.0,11.0,13.0,14.0,15.0,17.0,18.0,20.0,22.0,24.0,025,"R$0,00",3.0,BA ES GO,,BA,,ES,,GO,815,30436,317461,1442001,"R= $395.268,82","R$621,20"
146,10/07/2006,1.0,2.0,5.0,008<= /td>,10.0,11.0,12.0,13.0,14.0,16.0,17.0,22.0,23.0,24.0,025,"R$0,00",6.0,BA GO MG RJ SP,,BA,,GO,,MG,,RJ,,SP,557,21375
147,17/07/2006,1.0,2.0,4.0,005<= /td>,6.0,10.0,11.0,12.0,13.0,16.0,19.0,21.0,22.0,23.0,025,"R$0,00",3.0,DF PE SP,,DF,,PE,,SP,624,25125,278315,1546507,"R= $472.583,65","R$973,73"
148,24/07/2006,1.0,2.0,4.0,005<= /td>,8.0,9.0,12.0,13.0,16.0,17.0,20.0,21.0,22.0,24.0,025,"R$0,00",17.0,AL BA DF GO MG MS PA PI PR RJ SC SE SP,,AL,,BA,,DF,,GO,,MG,,MS
149,01/08/2006,2.0,5.0,7.0,009<= /td>,10.0,13.0,15.0,16.0,17.0,18.0,19.0,20.0,23.0,24.0,025,"R$0,00",5.0,RJ SP,,RJ,,SP,616,22974,303309,1711630,"R= $235.870,42","R$820,52","R$10,00","R$4,00"
150,07/08/2006,1.0,3.0,5.0,006<= /td>,7.0,8.0,9.0,11.0,14.0,19.0,21.0,22.0,23.0,24.0,025,"R$0,00",1.0,SP,,SP,333,15291,253716,1446824,"R= $1.641.679,38","R$2.112,84","R$10,00","R$4,00","R$2= ,00","R$0,00"
151,14/08/2006,3.0,4.0,5.0,007<= /td>,9.0,10.0,11.0,12.0,13.0,14.0,16.0,18.0,20.0,23.0,024,"R$0,00",5.0,MG MT RJ SE,,MG,,MT,,RJ,,SE,626,23014,277803,1417099
152,21/08/2006,3.0,4.0,5.0,006<= /td>,7.0,8.0,13.0,15.0,17.0,19.0,20.0,22.0,23.0,24.0,025,"R$0,00",3.0,SP,,SP,749,23507,300483,1517767,"R= $435.453,14","R$744,65","R$10,00","R$4,00","R$2,00<= /td>","R$0,00"
153,28/08/2006,1.0,2.0,4.0,005<= /td>,8.0,11.0,12.0,13.0,17.0,18.0,20.0,21.0,23.0,24.0,025,"R$0,00",8.0,AC BA GO PR SC SP,,AC,,BA,,GO,,PR,,SC,,SP
154,04/09/2006,1.0,2.0,3.0,005<= /td>,6.0,9.0,10.0,11.0,13.0,14.0,15.0,16.0,18.0,23.0,024,"R$0,00",1.0,RS,,RS,604,27326,262834,1558936,"R= $1.415.829,77","R$1.004,61","R$10,00","R$4,00","R$2= ,00","R$0,00"
155,11/09/2006,2.0,4.0,5.0,008<= /td>,10.0,11.0,14.0,15.0,16.0,18.0,19.0,20.0,21.0,22.0,024,"R$0,00",0.0,,559,22378,250331,1242889,"R= $0,00","R$1.352,92","R$10,00","R$4,00","R$2,00","R$1.764.652,94","R$0,00","R$0,00"
156,18/09/2006,1.0,3.0,4.0,008<= /td>,9.0,10.0,11.0,12.0,13.0,14.0,15.0,19.0,20.0,22.0,023,"R$0,00",7.0,MA MG MS PB PR RS,,MA,,MG,,MS,,PB,,PR,,RS
157,25/09/2006,1.0,2.0,4.0,006<= /td>,7.0,9.0,10.0,12.0,14.0,16.0,18.0,19.0,21.0,24.0,025,"R$0,00",9.0,AM DF GO MG MS RS SC SP,,AM,,DF,,GO,,MG,,MS,,RS
158,02/10/2006,2.0,7.0,8.0,009<= /td>,10.0,11.0,12.0,15.0,16.0,17.0,18.0,19.0,20.0,22.0,023,"R$0,00",2.0,PR RJ,,PR,,RJ,379,14044,227436,1333606,"R= $903.537,47","R$2.043,43","R$10,00","R$4,00"
159,09/10/2006,1.0,2.0,3.0,004<= /td>,5.0,6.0,8.0,10.0,11.0,14.0,15.0,17.0,20.0,24.0,025,"R$0,00",2.0,RS SP,,RS,,SP,699,23036,296027,1584286,"R= $703.307,50","R$862,43","R$10,00","R$4,00"
160,16/10/2006,1.0,3.0,4.0,009<= /td>,10.0,11.0,12.0,14.0,15.0,16.0,17.0,19.0,20.0,21.0,024,"R$0,00",3.0,MA MG PR,,MA,,MG,,PR,343,15261,208539,1221736,"R= $597.551,18","R$2.239,89"
161,19/10/2006,1.0,5.0,8.0,011<= /td>,13.0,15.0,16.0,17.0,18.0,20.0,21.0,22.0,23.0,24.0,025,"R$0,00",0.0,,611,15775,239227,918806,"R$= 0,00","R$331,96","R$10,00","R$4,00","R$2,00","R$1.800.000,00","R$0,00",
162,23/10/2006,1.0,2.0,3.0,004<= /td>,5.0,6.0,8.0,11.0,12.0,13.0,16.0,18.0,20.0,23.0,024,"R$0,00",5.0,PR RJ SP,,PR,,RJ,,SP,473,17329,259119,1359430,"R= $326.388,90","R$1.048,22"
163,26/10/2006,1.0,2.0,3.0,005<= /td>,6.0,7.0,9.0,13.0,14.0,15.0,20.0,21.0,23.0,24.0,025,"R$0,00",3.0,DF MG SP,,DF,,MG,,SP,301,14090,182825,1000015,"R= $264.578,33","R$1.130,14"
164,30/10/2006,1.0,2.0,3.0,005<= /td>,6.0,8.0,10.0,11.0,14.0,15.0,18.0,21.0,22.0,23.0,024,"R$0,00",1.0,BA,,BA,350,14833,215986,1200787,"R= $1.166.134,45","R$1.427,92","R$10,00","R$4,00","R$2= ,00","R$0,00"
165,03/11/2006,1.0,2.0,4.0,006<= /td>,8.0,9.0,12.0,13.0,14.0,15.0,17.0,18.0,19.0,22.0,025,"R$0,00",2.0,MG SE,,MG,,SE,474,15818,152856,784846,"R$= 370.695,33","R$667,80","R$10,00","R$4,00"
166,06/11/2006,2.0,3.0,4.0,008<= /td>,9.0,10.0,13.0,14.0,15.0,18.0,19.0,20.0,21.0,22.0,023,"R$0,00",39.0,BA CE ES GO MG MS PE PI PR RJ RN RS SC SE SP,,BA,,CE,,ES,,GO,,MG,,MS
167,09/11/2006,1.0,2.0,3.0,006<= /td>,8.0,9.0,10.0,13.0,14.0,16.0,18.0,19.0,22.0,23.0,024,"R$0,00",3.0,MT PR,,MT,,PR,531,16831,202659,1017291,"R= $302.468,28","R$729,59","R$10,00","R$4,00"
168,13/11/2006,1.0,2.0,3.0,004<= /td>,7.0,10.0,12.0,15.0,16.0,17.0,19.0,20.0,22.0,23.0,024,"R$0,00",1.0,RJ,,RJ,386,15449,205259,1185853,"R= $1.467.158,17","R$1.628,97","R$10,00","R$4,00","R$2= ,00","R$0,00"
169,16/11/2006,1.0,4.0,5.0,006<= /td>,7.0,8.0,9.0,10.0,11.0,12.0,15.0,16.0,20.0,21.0,024,"R$0,00",0.0,,239,8661,119123,733474,"R$0= ,00","R$1.973,03","R$10,00","R$4,00","R$2,00","R$0,00","R$0,00",
170,21/11/2006,1.0,3.0,4.0,005<= /td>,6.0,7.0,8.0,10.0,13.0,16.0,18.0,20.0,22.0,23.0,025,"R$0,00",1.0,RN,,RN,614,25288,329486,1467483,"R= $2.382.496,82","R$894,98","R$10,00","R$4,00","R$2,0= 0","R$0,00"
171,23/11/2006,1.0,3.0,4.0,010<= /td>,11.0,12.0,13.0,15.0,16.0,17.0,21.0,22.0,23.0,24.0,025,"R$0,00",4.0,BA GO SP,,BA,,GO,,SP,268,9173,148445,853294,"R$2= 14.073,05","R$1.369,34"
172,27/11/2006,1.0,2.0,4.0,006<= /td>,7.0,9.0,10.0,11.0,12.0,13.0,18.0,20.0,21.0,22.0,025,"R$0,00",1.0,RS,,RS,491,15871,198340,1108489,"R= $1.294.736,87","R$1.130,12","R$10,00","R$4,00","R$2= ,00","R$0,00"
173,30/11/2006,2.0,3.0,4.0,005<= /td>,7.0,8.0,11.0,15.0,19.0,20.0,21.0,22.0,23.0,24.0,025,"R$0,00",0.0,,245,10219,148861,869873,"R$= 0,00","R$1.729,59","R$10,00","R$4,00","R$2,00","R$0,00","R$0,00",
174,04/12/2006,1.0,2.0,4.0,007<= /td>,9.0,10.0,11.0,12.0,13.0,15.0,17.0,20.0,23.0,24.0,025,"R$0,00",11.0,ES GO MT PR RJ SP,,ES,,GO,,MT,,PR,,RJ,,SP
175,07/12/2006,2.0,3.0,5.0,006<= /td>,7.0,11.0,12.0,13.0,14.0,15.0,16.0,18.0,19.0,21.0,024,"R$0,00",2.0,GO RJ,,GO,,RJ,267,11214,149794,846444,"R$= 640.155,35","R$2.055,07","R$10,00","R$4,00"
176,11/12/2006,2.0,4.0,10.0,011<= /td>,12.0,13.0,15.0,16.0,17.0,18.0,21.0,22.0,23.0,24.0,025,"R$0,00",1.0,ES,,ES,807,33717,236870,1292800,"R= $1.219.699,48","R$645,28","R$10,00","R$4,00","R$2,0= 0","R$0,00"
177,14/12/2006,2.0,6.0,7.0,008<= /td>,10.0,11.0,13.0,15.0,16.0,17.0,19.0,20.0,21.0,23.0,024,"R$0,00",2.0,GO RS,,GO,,RS,513,17607,189127,1003314,"R= $561.611,08","R$938,37","R$10,00","R$4,00"
178,18/12/2006,2.0,3.0,4.0,006<= /td>,8.0,9.0,10.0,14.0,16.0,19.0,20.0,21.0,23.0,24.0,025,"R$0,00",1.0,GO,,GO,283,13048,190022,1115303,"R= $1.521.659,37","R$2.304,38","R$10,00","R$4,00","R$2= ,00","R$0,00"
179,21/12/2006,2.0,3.0,4.0,005<= /td>,7.0,9.0,13.0,14.0,15.0,17.0,19.0,22.0,23.0,24.0,025,"R$0,00",6.0,DF GO SP,,DF,,GO,,SP,1085,31036,321695,1307885,"= R$82.980,10","R$195,92"
180,26/12/2006,1.0,2.0,3.0,004<= /td>,5.0,6.0,7.0,8.0,10.0,11.0,15.0,17.0,20.0,24.0,025,"R$0,00",13.0,AP BA DF GO MG MT RJ RS SP,,AP,,BA,,DF,,GO,,MG,,MT
181,28/12/2006,1.0,4.0,5.0,006<= /td>,7.0,8.0,14.0,15.0,16.0,17.0,19.0,20.0,21.0,22.0,023,"R$0,00",2.0,SE SP,,SE,,SP,360,9926,121305,708743,"R$6= 48.701,32","R$1.544,53","R$10,00","R$4,00"
182,02/01/2007,2.0,3.0,4.0,007<= /td>,8.0,9.0,11.0,13.0,14.0,17.0,19.0,21.0,22.0,23.0,025,"R$0,00",7.0,GO MA MG MS RJ RS SP,,GO,,MA,,MG,,MS,,RJ,,RS
183,04/01/2007,2.0,4.0,6.0,007<= /td>,8.0,11.0,13.0,14.0,16.0,19.0,20.0,21.0,23.0,24.0,025,"R$0,00",4.0,GO RJ SP,,GO,,RJ,,SP,424,13906,182663,839141,"R$= 218.236,04","R$882,35"
184,08/01/2007,1.0,3.0,7.0,008<= /td>,9.0,10.0,11.0,15.0,16.0,17.0,18.0,19.0,21.0,23.0,025,"R$0,00",3.0,BA DF SC,,BA,,DF,,SC,423,43275,270561,1208438,"R= $282.071,90","R$857,36"
185,11/01/2007,1.0,2.0,4.0,006<= /td>,7.0,8.0,9.0,11.0,12.0,15.0,17.0,19.0,20.0,23.0,025,"R$0,00",3.0,MG PB SP,,MG,,PB,,SP,489,16699,211910,1027602,"R= $298.398,38","R$781,59"
186,15/01/2007,2.0,4.0,5.0,006<= /td>,11.0,12.0,13.0,16.0,17.0,18.0,19.0,22.0,23.0,24.0,025,"R$0,00",2.0,PR SE,,PR,,SE,338,13786,217999,1189905,"R= $628.034,83","R$1.592,65","R$10,00","R$4,00"
187,18/01/2007,1.0,3.0,11.0,012<= /td>,13.0,15.0,16.0,17.0,18.0,19.0,21.0,22.0,23.0,24.0,025,"R$0,00",2.0,MA SP,,MA,,SP,636,53783,192863,1064100,"R= $374.968,40","R$503,43","R$10,00","R$4,00"
188,22/01/2007,2.0,3.0,5.0,008<= /td>,10.0,11.0,13.0,16.0,19.0,20.0,21.0,22.0,23.0,24.0,025,"R$0,00",6.0,DF GO MG SP,,DF,,GO,,MG,,SP,515,19440,252304,1384753
189,25/01/2007,1.0,2.0,4.0,005<= /td>,6.0,7.0,9.0,13.0,16.0,18.0,19.0,20.0,22.0,23.0,024,"R$0,00",2.0,DF SE,,DF,,SE,324,16766,159294,930299,"R$= 497.279,18","R$1.315,56","R$10,00","R$4,00"
190,29/01/2007,1.0,3.0,4.0,005<= /td>,7.0,8.0,11.0,13.0,14.0,15.0,16.0,18.0,19.0,23.0,024,"R$0,00",3.0,SC SP,,SC,,SP,583,19039,240715,1257119,"R= $350.459,97","R$769,96","R$10,00","R$4,00"
191,01/02/2007,2.0,5.0,8.0,009<= /td>,10.0,12.0,13.0,15.0,17.0,18.0,19.0,20.0,21.0,22.0,023,"R$0,00",1.0,SP,,SP,412,15024,213016,997044,"R$= 964.343,13","R$1.003,13","R$10,00","R$4,00","R$2,00=","R$0,00"
192,05/02/2007,1.0,2.0,3.0,004<= /td>,5.0,6.0,11.0,13.0,14.0,15.0,16.0,21.0,22.0,23.0,024,"R$0,00",3.0,DF MG PE,,DF,,MG,,PE,754,34386,197879,1082451,"R= $435.921,62","R$740,51"
193,08/02/2007,1.0,2.0,3.0,004<= /td>,5.0,8.0,9.0,10.0,14.0,15.0,16.0,19.0,20.0,21.0,025,"R$0,00",2.0,BA SP,,BA,,SP,316,11974,141482,846030,"R$= 670.419,19","R$1.818,50","R$10,00","R$4,00"
194,12/02/2007,2.0,7.0,8.0,009<= /td>,10.0,12.0,13.0,14.0,15.0,17.0,18.0,21.0,22.0,23.0,025,"R$0,00",1.0,RJ,,RJ,354,14957,233715,1231332,"R= $1.197.208,94","R$1.449,40","R$10,00","R$4,00","R$2= ,00","R$0,00"
195,15/02/2007,2.0,3.0,4.0,006<= /td>,7.0,8.0,9.0,11.0,12.0,14.0,17.0,18.0,19.0,22.0,023,"R$0,00",10.0,BA MG MT SC SP,,BA,,MG,,MT,,SC,,SP,1073,38496
196,22/02/2007,2.0,3.0,4.0,005<= /td>,10.0,14.0,15.0,16.0,17.0,19.0,20.0,22.0,23.0,24.0,025,"R$0,00",1.0,SC,,SC,323,13239,208826,1170750,"R= $1.278.818,47","R$1.696,80","R$10,00","R$4,00","R$2= ,00","R$0,00"
197,26/02/2007,3.0,4.0,5.0,006<= /td>,7.0,8.0,9.0,10.0,12.0,13.0,18.0,20.0,21.0,22.0,023,"R$0,00",4.0,MG PI SP,,MG,,PI,,SP,451,16365,189310,1075584,"R= $327.278,19","R$1.244,01"
198,01/03/2007,1.0,2.0,4.0,005<= /td>,6.0,7.0,13.0,14.0,15.0,16.0,17.0,18.0,20.0,21.0,025,"R$0,00",3.0,GO MG PI,,GO,,MG,,PI,283,10301,141305,840903,"R$= 409.715,30","R$1.861,40"
199,05/03/2007,1.0,2.0,3.0,004<= /td>,5.0,6.0,9.0,11.0,12.0,15.0,19.0,20.0,21.0,22.0,023,"R$0,00",1.0,PR,,PR,381,13664,178579,1124850,"R= $1.321.388,89","R$1.486,38","R$10,00","R$4,00","R$2= ,00","R$0,00"
200,08/03/2007,1.0,2.0,4.0,005<= /td>,8.0,9.0,11.0,12.0,13.0,14.0,15.0,16.0,21.0,23.0,024,"R$0,00",2.0,BA RS,,BA,,RS,280,12673,191340,1015452,"R= $519.190,74","R$1.589,36","R$10,00","R$4,00"
